license_number,entity_name,telephone_number,shl_endorsed,building,street,city,state,postcode,type_of_base,latitude,longitude,date,time,location
B90662,MAYOOR TRANSPORTATION INC.,9142354700,No,498,MAIN STREET  SUITE 4,NEW ROCHELLE,NY,10801,PARATRANSIT BASE,40.908868,-73.781264,12/04/2023,18:00:12,"(40.908868, -73.781264)"
B01351,HADERECH CAR SERVICE INC,7185696929,No,876,MC DONALD AVENUE,BROOKLYN,NY,11218,LIVERY BASE,40.629082,-73.98057,12/04/2023,18:00:12,"(40.629082, -73.98057)"
B00556,SURREY CADILLAC LIMO SVC INC,2123551727,No,439,EAST 77TH STREET,NEW YORK,NY,10075,LUXURY/LIMOUSINE,40.770569,-73.95198,12/04/2023,18:00:12,"(40.770569, -73.95198)"
B00639,ROCAPULCO CAR SERVICE INC.,7184747100,No,239,BEACH  116 STREET,ROCKAWAY PARK,NY,11694,LIVERY BASE,40.580524,-73.837823,12/04/2023,18:00:12,"(40.580524, -73.837823)"
B00208,ERNEST SCHWARZ INC,8778114846,No,15,CHAIN LANE,HICKSVILLE,NY,11801,LUXURY/LIMOUSINE,40.745993,-73.515605,12/04/2023,18:00:12,"(40.745993, -73.515605)"
B02152,"KYOEI LIMOUSINE, INC.",2129490868,No,57-48,MASPETH AVENUE,MASPETH,NY,11378,LUXURY/LIMOUSINE,40.722961,-73.91031,12/04/2023,18:00:12,"(40.722961, -73.91031)"
B03210,DUNAMIS CARE CAR SERVICE CORP.,7189922222,No,388,EAST  169 STREET,BRONX,NY,10456,BLACK CAR BASE,40.8341439,-73.9099009,12/04/2023,18:00:12,"(40.8341439, -73.9099009)"
B00647,KISS CAR SERVICE INC,7187331111,Yes,2811,WHITE PLAINS RD,BRONX,NY,10467,LIVERY BASE,40.865895,-73.88565,12/04/2023,18:00:12,"(40.865895, -73.88565)"
B03542,SANTANARIDE LLC,8774329712,No,73,MARKET STREET  3RD FL VO1,YONKERS,NY,10701,BLACK CAR BASE,,,12/04/2023,18:00:12,
B03418,RIDE IN STYLE LIMO INC.,9294000719,No,83,ANCHOR LANE,LEVITTOWN,NY,11756,BLACK CAR BASE,40.7116925,-73.5099533,12/04/2023,18:00:12,"(40.7116925, -73.5099533)"
B02699,PRESIDENTIAL LUXURY LIMO INC.,7187079999,No,50-19,49 STREET,WOODSIDE,NY,11377,BLACK CAR BASE,40.736437,-73.917154,12/04/2023,18:00:12,"(40.736437, -73.917154)"
B90710,"ROYALTY TRANSPORTATION,LLC",7187715100,No,414,UTICA AVENUE  2ND FLOOR,BROOKLYN,NY,11213,PARATRANSIT BASE,40.664234,-73.931867,12/04/2023,18:00:12,"(40.664234, -73.931867)"
B03347,RODEPH CHESSED TRANSPORTATION INC.,7187972555,No,843,63 STREET,BROOKLYN,NY,11220,LIVERY BASE,40.7101523,-73.7928657,12/04/2023,18:00:12,"(40.7101523, -73.7928657)"
B02674,ELAL CAR LIMO SERVICE LLC,7185457555,No,25-26,50 STREET  SUITE 206D,WOODSIDE,NY,11377,LIVERY BASE,40.76364,-73.904205,12/04/2023,18:00:12,"(40.76364, -73.904205)"
B03332,MAMA MIA TRANSPORTATION CORP,3477586606,No,952B,INTERVALE AVENUE,BRONX,NY,10459,BLACK CAR BASE,40.8215356,-73.8965317,12/04/2023,18:00:12,"(40.8215356, -73.8965317)"
B00932,NATASHAS GRP CAR CORP,7185740155,No,372,WILSON AVENUE,BROOKLYN,NY,11221,LIVERY BASE,40.694835,-73.915817,12/04/2023,18:00:12,"(40.694835, -73.915817)"
B03551,IMMACULATE LIMO INC,3473329607,No,3324,LONG BEACH ROAD,OCEANSIDE,NY,11572,LUXURY/LIMOUSINE,,,12/04/2023,18:00:12,
B01559,MUNKACS CAR SVC LTD,7188541267,No,4002,14 AVENUE,BROOKLYN,NY,11218,LIVERY BASE,40.638787,-73.984991,12/04/2023,18:00:12,"(40.638787, -73.984991)"
B03438,ASSURED TRANSPORTATION CORP,9179452287,No,3418,NORTHERN BOULEVARD  3/36,LONGISLAND CITY,NY,11101,BLACK CAR BASE,40.7517583,-73.929177,12/04/2023,18:00:12,"(40.7517583, -73.929177)"
B00802,BELL CAR SVC INC,7188332929,No,405,51 STREET,BROOKLYN,NY,11220,LIVERY BASE,40.645794,-74.012777,12/04/2023,18:00:12,"(40.645794, -74.012777)"
B03191,GUILLEN TRANSPORTATION SERVICES INC,7183054510,No,1842,WEBSTER AVENUE  SUIT 100,BRONX,NY,10457,BLACK CAR BASE,40.8158019,-73.9184149,12/04/2023,18:00:12,"(40.8158019, -73.9184149)"
B00821,ATLANTIC CAR SVCE,7182771111,No,3207,FULTON STREET,BROOKLYN,NY,11208,LIVERY BASE,40.682549,-73.87676,12/04/2023,18:00:12,"(40.682549, -73.87676)"
B00459,910 CAR SERVICE INC,7182722000,No,866,NEW LOTS AVENUE,BROOKLYN,NY,11208,LIVERY BASE,40.679046,-73.89599,12/04/2023,18:00:12,"(40.679046, -73.89599)"
B00225,DELANCEY TRANSPORTATION INC.,2122283301,No,29,ESSEX STREET  NORTH STORE,NEW YORK,NY,10002,LIVERY BASE,44.049572,-73.459721,12/04/2023,18:00:12,"(44.049572, -73.459721)"
B03414,FAIR RIDE GROUP INC.,2123707549,No,40,WALL STREET  SUITE 2817,NEW YORK,NY,10005,BLACK CAR BASE,40.7071997,-74.009646,12/04/2023,18:00:12,"(40.7071997, -74.009646)"
B03104,GCC TRANSPORTATION LLC.,7188854991,No,735,EAST  239 STREET  SUITE #40,BRONX,NY,10466,BLACK CAR BASE,40.8995677,-73.8515498,12/04/2023,18:00:12,"(40.8995677, -73.8515498)"
B02160,"12TH STREET LUXURY CARS, INC.",3479240045,No,35-58,12 STREET,LIC,NY,11106,BLACK CAR BASE,40.761054,-73.93929,12/04/2023,18:00:12,"(40.761054, -73.93929)"
B03423,VETS CAR SERVICE INC,8456947004,No,557,NORTH MACQUESTEN PARKWAY,MOUNT VERNON,NY,10552,BLACK CAR BASE,40.9239644,-73.8412231,12/04/2023,18:00:12,"(40.9239644, -73.8412231)"
B02240,NEW APPLE TRANS. INC.,2128889999,No,33-70,PRINCE STREET  #601,FLUSHING,NY,11354,BLACK CAR BASE,40.764583,-73.833837,12/04/2023,18:00:12,"(40.764583, -73.833837)"
B01406,GOTHAM CAR SERVICE INC.,7187881234,No,209,25TH STREET  2ND FLOOR,BROOKLYN,NY,11232,LIVERY BASE,40.681771,-73.98047,12/04/2023,18:00:12,"(40.681771, -73.98047)"
B03148,JUNIORS LUXURY 2 INC.,7186332020,No,1509,CORTELYOU ROAD,BROOKLYN,NY,11226,BLACK CAR BASE,40.6415285,-73.9641737,12/04/2023,18:00:12,"(40.6415285, -73.9641737)"
B01980,"READY TO ROLL TRANSPORTATION, INC.",2127141900,No,865,EAST 138TH STREET,BRONX,NY,10454,LUXURY/LIMOUSINE,40.829521,-73.94488,12/04/2023,18:00:12,"(40.829521, -73.94488)"
B02254,"FINESSE GROUP LIMOUSINE,INC.",7182229999,No,424,BRIGHTON BEACH AVENUE,BROOKLYN,NY,11235,BLACK CAR BASE,40.684202,-73.978792,12/04/2023,18:00:12,"(40.684202, -73.978792)"
B02999,"TEST BASE, TEST TEST",7183910002,Yes,33,BEAVER STREET,NEW YORK,NY,10503,LIVERY BASE,40.74209,-73.935516,12/04/2023,18:00:12,"(40.74209, -73.935516)"
B02774,ALFRED HOLDINGS INC.,7185091111,No,31-00,47 AVENUE  3RD SUITE 3100,LIC,NY,11101,BLACK CAR BASE,40.67239,-73.82997,12/04/2023,18:00:12,"(40.67239, -73.82997)"
B03119,CHINA TRANSIT LLC.,6462349911,No,774,53 STREET,BROOKLYN,NY,11220,BLACK CAR BASE,40.6394853,-74.0060007,12/04/2023,18:00:12,"(40.6394853, -74.0060007)"
B00013,LOVE CORPORATE CAR INC,7186333333,No,41 - 24,38TH STREET,LIC,NY,11101,BLACK CAR BASE,40.638477,-73.983333,12/04/2023,18:00:12,"(40.638477, -73.983333)"
B03170,PAISA CLASSIC BLACK INC.,7184767878,No,38-12,ASTORIA BOULEVARD,ASTORIA,NY,11103,BLACK CAR BASE,40.7696751,-73.9108812,12/04/2023,18:00:12,"(40.7696751, -73.9108812)"
B03357,A & T PRECISE CORPORATION,9177752282,No,221,WINFRED AVENUE,YONKERS,NY,10704,BLACK CAR BASE,40.9203332,-73.8574522,12/04/2023,18:00:12,"(40.9203332, -73.8574522)"
B03263,RITZY TRANSPORTATION CORP.,7183134977,No,207,WICKSHIRE DRIVE,EAST MEADOWS,NY,11554,BLACK CAR BASE,40.7181961,-73.5715922,12/04/2023,18:00:12,"(40.7181961, -73.5715922)"
B02342,"QUEST INTERNATIONAL LIMOUSINE, INC.",2122650307,No,4577,161ST STREET  FL 1,FLUSHING,NY,11358,BLACK CAR BASE,40.755282,-73.99349,12/04/2023,18:00:12,"(40.755282, -73.99349)"
B02320,GDS TRANSPORTATION CORP.,2129274600,No,2400,AMSTERDAM AVENUE,NEW YORK,NY,10033,LIVERY BASE,40.847055,-73.93205,12/04/2023,18:00:12,"(40.847055, -73.93205)"
B03000,ZAPP CAR SERVICE INC.,7184848673,No,1691,NOSTRAND AVENUE,BROOKLYN,NY,11226,LIVERY BASE,40.7101523,-73.7928657,12/04/2023,18:00:12,"(40.7101523, -73.7928657)"
B03554,CHOLULA NYC LLC,9292919205,No,96-14,63 DRIVE  SUITE 100,REGO PARK,NY,11374,BLACK CAR BASE,40.730149,-73.8606452,12/04/2023,18:00:12,"(40.730149, -73.8606452)"
B03339,TAPMAPZ LLC,7184070033,No,30-01,NORTHERN BLVD SUITE 1F,L.I.C,NY,11101,BLACK CAR BASE,40.7512486,-73.9348879,12/04/2023,18:00:12,"(40.7512486, -73.9348879)"
B03530,GO TRANSFER BLACK CAR & LIMO SERVICES LLC,7187703030,No,61-43,186 STREET  SUITE 204,FRESH MEADOWS,NY,11365,BLACK CAR BASE,40.7390557,-73.7875633,12/04/2023,18:00:12,"(40.7390557, -73.7875633)"
B03500,GO CAR CORP,7183877777,No,670,FLUSHING AVENUE  219,BROOKLYN,NY,11206,BLACK CAR BASE,40.700013,-73.9460088,12/04/2023,18:00:12,"(40.700013, -73.9460088)"
B01699,DT BROOKLYN CAR AND LIMO SVC. INC.,7182308100,No,956,JAMAICA AVENUE,BROOKLYN,NY,11208,LIVERY BASE,40.687695,-73.972561,12/04/2023,18:00:12,"(40.687695, -73.972561)"
B03233,COMPASS TRANSPORTATION GROUP WORLDWIDE INC,6468689027,No,1040,HEMPSTEAD TURNPIKE  LL2,FRANKLIN SQUARE,NY,11010,LUXURY/LIMOUSINE,40.708003,-73.6786779,12/04/2023,18:00:12,"(40.708003, -73.6786779)"
B03231,BIG 'O' LIMO CORP,3478625252,No,3148,EAST TREMONT AVENUE  SUIT#1,BRONX,NY,10461,BLACK CAR BASE,40.8375914,-73.8347309,12/04/2023,18:00:12,"(40.8375914, -73.8347309)"
B03346,ASHER TRANSPORTATION INC,9148886454,No,73,MARKET STREET  SUITE 320,YONKERS,NY,10710,BLACK CAR BASE,40.9629015,-73.8565801,12/04/2023,18:00:12,"(40.9629015, -73.8565801)"
B03356,UNIK TRANSPORTATION INC.,6468598262,No,570,YONKERS AVENUE  SUITE 204,YONKERS,NY,10704,BLACK CAR BASE,40.9283367,-73.8708731,12/04/2023,18:00:12,"(40.9283367, -73.8708731)"
B02909,PUERTO RICO EXPRESS BLACK LUXURY INC,7184439600,No,1072,BROADWAY AVE,BKLYN,NY,11221,BLACK CAR BASE,40.694521,-73.93158,12/04/2023,18:00:12,"(40.694521, -73.93158)"
B02655,LONG ISLAND CITY CAR AND LIMO INC.,7189371177,No,6902,18TH AVENUE,BROOKLYN,NY,11204,LUXURY/LIMOUSINE,40.616886,-73.99284,12/04/2023,18:00:12,"(40.616886, -73.99284)"
B01087,ELITE LIMO PLUS INC,7184722300,No,32-72,GALE AVENUE,LIC,NY,11101,BLACK CAR BASE,40.737893,-73.933857,12/04/2023,18:00:12,"(40.737893, -73.933857)"
B02930,V.I.T. BLACK CAR TRANSPORTATION CORP.,7189048080,No,1478,WHITE PLAINS RD,BRONX,NY,10462,BLACK CAR BASE,40.837752,-73.863335,12/04/2023,18:00:12,"(40.837752, -73.863335)"
B01269,DIVISION CAR & LIMO INC.,7185995555,No,204,DIVISION AVENUE,BROOKLYN,NY,11211,LIVERY BASE,40.707198,-73.959392,12/04/2023,18:00:12,"(40.707198, -73.959392)"
B00448,DIAL CAR INC.,7187438042,No,2104,AVENUE X,BROOKLYN,NY,11235,BLACK CAR BASE,40.592698,-73.948855,12/04/2023,18:00:12,"(40.592698, -73.948855)"
B02749,FACE LIMO INC,7184337697,No,111-15A,ROOSEVELT AVENUE  1FL,CORONA,NY,11368,BLACK CAR BASE,40.744986,-73.86426,12/04/2023,18:00:12,"(40.744986, -73.86426)"
B03049,"RIVERSIDE CLASSIC, INC.",2125436263,No,1642,ST NICHOLAS AVENUE,NEW YORK,NY,10040,BLACK CAR BASE,40.8563126,-73.9283896,12/04/2023,18:00:12,"(40.8563126, -73.9283896)"
B03135,28 EXPRESS INC.,9292299957,No,133-48,37 AVENUE,FLUSHING,NY,11354,BLACK CAR BASE,40.7101523,-73.7928657,12/04/2023,18:00:12,"(40.7101523, -73.7928657)"
B00202,"EXCELSIOR CAR & LIMO, INC.",7186433900,No,241,37TH STREET  STE# 1-4-B460,BROOKLYN,NY,11232,BLACK CAR BASE,40.678782,-73.989979,12/04/2023,18:00:12,"(40.678782, -73.989979)"
B03287,2S LUXURY INC.,7186342222,No,91-15,ROCKAWAY BEACH BOULEVARD,ROCKAWAY BEACH,NY,11693,BLACK CAR BASE,40.5864958,-73.815068,12/04/2023,18:00:12,"(40.5864958, -73.815068)"
B00850,UPTOWN TRANSIT CORP,7189932800,No,961,WASHINGTON AVENUE,BRONX,NY,10456,LIVERY BASE,40.825287,-73.91052,12/04/2023,18:00:12,"(40.825287, -73.91052)"
B03015,TRI-COUNTY BLACK CARS INC,7188460747,No,86-29,102 STREET,RICHMOND HILL,NY,11418,BLACK CAR BASE,40.6954857,-73.8453463,12/04/2023,18:00:12,"(40.6954857, -73.8453463)"
B02924,CELEBRITY LUXURY INC.,7186180093,No,1748,EAST TREMONT AVENUE,BRONX,NY,10460,BLACK CAR BASE,40.839235,-73.869701,12/04/2023,18:00:12,"(40.839235, -73.869701)"
B03461,VIBRANT TRANSPORTATION INC,7187994444,No,1097,LIBERTY AVENUE,BROOKLYN,NY,11208,BLACK CAR BASE,40.6786759,-73.8688007,12/04/2023,18:00:12,"(40.6786759, -73.8688007)"
B01738,SAETA CAR SERVICE INC.,7188994444,No,80-01,31 AVENUE,EAST ELMHURST,NY,11370,LIVERY BASE,40.759078,-73.88774,12/04/2023,18:00:12,"(40.759078, -73.88774)"
B03385,INTERNATIONAL LUXURY TRANSPORTATION CORP.,7182816343,No,214-26,41ST AVENUE  SUIT 100,BAYSIDE,NY,11361,BLACK CAR BASE,40.7636199,-73.7699268,12/04/2023,18:00:12,"(40.7636199, -73.7699268)"
B02550,AGAPE LUXURY CORP.,7185852222,No,560,SOUTHERN BOULEVARD,BRONX,NY,10455,BLACK CAR BASE,40.812094,-73.90301,12/04/2023,18:00:12,"(40.812094, -73.90301)"
B03208,MACOMBS TRANSPORTION CORP.,7188891595,No,695,EAST  132 STREET  SUITE 1C,BRONX,NY,10454,BLACK CAR BASE,40.8015076,-73.9162906,12/04/2023,18:00:12,"(40.8015076, -73.9162906)"
B03248,GUEST TRAVEL SERVICE INC.,7186662424,No,545,EAST JERICHO TURNPIKE,HUNTINGTON STAT,NY,11746,BLACK CAR BASE,40.8327686,-73.3913011,12/04/2023,18:00:12,"(40.8327686, -73.3913011)"
B01315,"V.I.T. CAR SERVICE, INC.",7189048057,No,1478,WHITE PLAINS ROAD,BRONX,NY,10462,LIVERY BASE,40.837752,-73.86334,12/04/2023,18:00:12,"(40.837752, -73.86334)"
B01537,S.I. SPEED INC.,7182276666,No,16,GIFFORDS LANE,STATEN ISLAND,NY,10308,LIVERY BASE,40.551208,-74.150337,12/04/2023,18:00:12,"(40.551208, -74.150337)"
B03403,BLACK LIGHT CHAUFFEUR SERVICES LLC,7184143881,No,600,TERRY PLACE,VALLEY STREAM,NY,11580,LUXURY/LIMOUSINE,40.6924922,-73.686495,12/04/2023,18:00:12,"(40.6924922, -73.686495)"
B01800,EMPIRE INTERNATIONAL LTD.,2017841200,No,225,MEADOWLANDS PARKWAY,SECAUCUS,NJ,07094,LUXURY/LIMOUSINE,40.78084,-74.080302,12/04/2023,18:00:12,"(40.78084, -74.080302)"
B03259,LATINO EXECUTIVE INC,7186990700,No,109-20,CORONA AVENUE  1ST FLR,CORONA,NY,11368,BLACK CAR BASE,40.7418117,-73.8536195,12/04/2023,18:00:12,"(40.7418117, -73.8536195)"
B02817,ANYTIME FORSYTH TRANSPORT CORP,2124315919,No,210,CANAL STREET  SUITE #406,NEW YORK,NY,10013,BLACK CAR BASE,40.719179,-73.992121,12/04/2023,18:00:12,"(40.719179, -73.992121)"
B01452,AREAS TRANSP INC,7189673232,No,5230,ARTHUR KILL ROAD,STATEN ISLAND,NY,10307,LIVERY BASE,40.515342,-74.244236,12/04/2023,18:00:12,"(40.515342, -74.244236)"
B01546,BELLE-ROCK OF BEACH CHANNEL INC.,7186348282,No,114-04,BEACH CHANNEL DRIVE,ROCKAWAY PARK,NY,11694,LIVERY BASE,40.580875,-73.828193,12/04/2023,18:00:12,"(40.580875, -73.828193)"
B03213,PRIMARY TRANSPORTATION CORP,7188922020,No,3451,EAST TREMONT AVENUE,BRONX,NY,10465,BLACK CAR BASE,40.8323624,-73.8273711,12/04/2023,18:00:12,"(40.8323624, -73.8273711)"
B02611,SS LIMOUSINE SERVICE INC,8004202215,No,24-70,49 STREET  #01,ASTORIA,NY,11103,LUXURY/LIMOUSINE,40.76451,-73.90507,12/04/2023,18:00:12,"(40.76451, -73.90507)"
B02437,"EXCELLENT CAR & LIMO SERVICE, INC.",7187317777,No,144,EAST  174 STREET,BRONX,NY,10457,LIVERY BASE,40.844708,-73.909828,12/04/2023,18:00:12,"(40.844708, -73.909828)"
B02167,MADISON LIMOUSINE INC,7187679210,No,18-31,COLLEGE POINT BOULEVARD,COLLEGE POINT,NY,11356,BLACK CAR BASE,40.782244,-73.8456,12/04/2023,18:00:12,"(40.782244, -73.8456)"
B01995,NYMEX UNO EXECUTIVE SEDAN'S INC,7187861000,No,90-03,31 AVENUE,EAST ELMHURST,NY,11369,LIVERY BASE,40.760249,-73.878437,12/04/2023,18:00:12,"(40.760249, -73.878437)"
B01196,DIPLO RAD DISP INC,7183658585,Yes,2633,WEBSTER AVENUE,BRONX,NY,10458,LIVERY BASE,40.868789,-73.89777,12/04/2023,18:00:12,"(40.868789, -73.89777)"
B02416,"NEW STORM CAR SERVICE, INC.",7187276464,No,700,POST AVENUE,STATEN ISLAND,NY,10310,LIVERY BASE,40.631416,-74.125069,12/04/2023,18:00:12,"(40.631416, -74.125069)"
B01432,TOVAR TRANSPORTATION INC,7189728877,No,5511,16 AVENUE,BROOKLYN,NY,11204,LIVERY BASE,40.627342,-73.98909,12/04/2023,18:00:12,"(40.627342, -73.98909)"
B03457,MERAKI TRANSPORTATION NYC LLC,2126349224,No,5030,BROADWAY  SUITE 632,NEW YORK,NY,10034,BLACK CAR BASE,40.8688818,-73.9169154,12/04/2023,18:00:12,"(40.8688818, -73.9169154)"
B03459,J & J GREEN LINE LLC,8884545151,No,125,MICHAEL DRIVE SUIT 105  OFFICE 50,SYOSSET,NY,11791,LUXURY/LIMOUSINE,40.8051223,-73.5200074,12/04/2023,18:00:12,"(40.8051223, -73.5200074)"
B01029,ZION CAR SERVICE INC.,7188714000,No,4920,NEW UTRECHT AVENUE,BROOKLYN,NY,11219,LIVERY BASE,40.636171,-73.995073,12/04/2023,18:00:12,"(40.636171, -73.995073)"
B90717,ANNSUNCHO CONSULTANTS LTD,9149301790,No,30,FAWN RIDGE DR,CORTLANDT MANOR,NY,10567,PARATRANSIT BASE,41.31664,-73.878666,12/04/2023,18:00:12,"(41.31664, -73.878666)"
B02934,JUN'S LIMOUSINE AND CAR SERVICE LLC,7184816363,No,145-117,GUY R BREWER BOULEVARD,JAMAICA,NY,11434,LIVERY BASE,40.66315,-73.768138,12/04/2023,18:00:12,"(40.66315, -73.768138)"
B01768,NEW SUPERIOR RADIO GRP CORP,7186180093,Yes,1748,EAST TREMONT AVENUE,BRONX,NY,10460,LIVERY BASE,40.808373,-73.929466,12/04/2023,18:00:12,"(40.808373, -73.929466)"
B03115,TAHA INC.,3477574656,No,1,NEW KING STREET  SUITE 102,WEST HARRISON,NY,10604,BLACK CAR BASE,41.0832341,-73.7153252,12/04/2023,18:00:12,"(41.0832341, -73.7153252)"
B01742,"AVALON TRANSPORTATION, LLC",7183611555,No,89,RIDGE RD,NORTH ARLINGTON,NJ,07031,LUXURY/LIMOUSINE,40.7846,-74.13671,12/04/2023,18:00:12,"(40.7846, -74.13671)"
B00310,WATSON CAR SERVICE INC.,7189918484,No,1681,BRUCKNER BOULEVARD,BRONX,NY,10472,LIVERY BASE,40.825135,-73.87033,12/04/2023,18:00:12,"(40.825135, -73.87033)"
B01413,SFL INC,2123970004,No,48-50,34 STREET,LIC,NY,11101,LUXURY/LIMOUSINE,40.739253,-73.931942,12/04/2023,18:00:12,"(40.739253, -73.931942)"
B00888,ACE C/L SVCE INC,7186334500,No,41-24,38TH STREET,L.I.C.,NY,11101,BLACK CAR BASE,40.638477,-73.983333,12/04/2023,18:00:12,"(40.638477, -73.983333)"
B03401,JSPS LUXURY CARS INC.,7182906265,No,1407,ROCKAWAY PKWY  2RT,BROOKLYN,NY,11236,BLACK CAR BASE,40.6456921,-73.9027297,12/04/2023,18:00:12,"(40.6456921, -73.9027297)"
B03071,OUTSIDE'S LUXURY INC.,7186845555,No,1975,LAFONTAINE AVENUE,BRONX,NY,10457,BLACK CAR BASE,40.8469673,-73.8944228,12/04/2023,18:00:12,"(40.8469673, -73.8944228)"
B03101,MBS LIMOS LTD,9295067749,No,33-20,55 STREET  UNIT 235,WOODSIDE,NY,11377,BLACK CAR BASE,40.7524425,-73.9065931,12/04/2023,18:00:12,"(40.7524425, -73.9065931)"
B03234,ALPHA EXPRESS RIDE CORP.,8007860393,No,31 - 00,47 AVENUE  SUITE 3100,LIC,NY,11101,BLACK CAR BASE,40.7427791,-73.9353777,12/04/2023,18:00:12,"(40.7427791, -73.9353777)"
B90533,"ALL AROUND TRANS, INC.",7183326033,No,2433,KNAPP STREET  SUITE 101 D,BROOKLYN,NY,11235,PARATRANSIT BASE,40.591779,-73.960354,12/04/2023,18:00:12,"(40.591779, -73.960354)"
B03285,FLUSHING LIMOUSINE TRANSPORTATION SERVICE CORP.,7183581111,No,3609,164 STREET,FLUSHING,NY,11358,BLACK CAR BASE,40.762434,-73.8016919,12/04/2023,18:00:12,"(40.762434, -73.8016919)"
B01306,"R N D TRANSPORTATION, INC.",7183831500,No,135,GREENPOINT AVENUE,BROOKLYN,NY,11222,LIVERY BASE,40.730181,-73.954586,12/04/2023,18:00:12,"(40.730181, -73.954586)"
B03017,SDR TRANSPORTATION CORP.,7188630002,No,3800,EAST TREMONT AVENUE  #2,BRONX,NY,10465,BLACK CAR BASE,40.7101523,-73.7928657,12/04/2023,18:00:12,"(40.7101523, -73.7928657)"
B03195,DOMINICAN DREAM TRANSPORTATION INC.,7183045353,No,387,EAST  167 STREET,BRONX,NY,10456,BLACK CAR BASE,40.8310881,-73.9111061,12/04/2023,18:00:12,"(40.8310881, -73.9111061)"
B03465,PRIANNAG CORP.,3474270250,No,5925,RIVERDALE AVE,BRONX,NY,10471,BLACK CAR BASE,40.9072079,-73.9042234,12/04/2023,18:00:12,"(40.9072079, -73.9042234)"
B00196,NEW EASY WAY RADIO DISP INC,2123605555,No,220,EAST  116 STREET,NEW YORK,NY,10029,LIVERY BASE,40.797323,-73.9393,12/04/2023,18:00:12,"(40.797323, -73.9393)"
B03066,FORTY-FOUR CAR & LIMO,7182102958,No,1048,OGDEN AVENUE  STORE,BRONX,NY,10452,BLACK CAR BASE,40.7101523,-73.7928657,12/04/2023,18:00:12,"(40.7101523, -73.7928657)"
B03384,ELEMENTAL TRANSIT INC.,7189283003,No,2825,THIRD AVENUE SUITE 301,BRONX,NY,10455,BLACK CAR BASE,40.7101523,-73.7928657,12/04/2023,18:00:12,"(40.7101523, -73.7928657)"
B00445,JOE M LEASING CORP,7187462222,No,150-39,14TH AVENUE  2ND FLOOR,WHITESTONE,NY,11357,LIVERY BASE,40.789522,-73.813228,12/04/2023,18:00:12,"(40.789522, -73.813228)"
B02460,CABOT LIMO NY CORP.,7184646666,No,212-03,UNION TURNPIKE,OAKLAND GRDNS,NY,11364,LUXURY/LIMOUSINE,40.733903,-73.758753,12/04/2023,18:00:12,"(40.733903, -73.758753)"
B02932,GRAND TRANSPORTATION SERVICES INC,7184334255,Yes,36-13,32ND STREET,LIC,NY,11106,BLACK CAR BASE,40.755937,-73.928979,12/04/2023,18:00:12,"(40.755937, -73.928979)"
B03301,ELITE COACH INC.,7184722600,No,32-72,GALE AVE,L.I.C.,NY,11101,LUXURY/LIMOUSINE,40.7379001,-73.9339406,12/04/2023,18:00:12,"(40.7379001, -73.9339406)"
B02897,FC LIMOUSINE INC,2126530087,No,85 - 56,118 STREET,KEW GARDENS,NY,11415,LUXURY/LIMOUSINE,40.764583,-73.83384,12/04/2023,18:00:12,"(40.764583, -73.83384)"
B02537,ALLTOWN LIMO CORP.,7185437777,Yes,206,WEST  231 STREET,BRONX,NY,10463,LIVERY BASE,40.879679,-73.906345,12/04/2023,18:00:12,"(40.879679, -73.906345)"
B03215,BALAYIRA LLC,9172959550,No,2738,FREDERICK DOUGLASS BLVD,NEW YORK,NY,10039,BLACK CAR BASE,40.8231518,-73.9412934,12/04/2023,18:00:12,"(40.8231518, -73.9412934)"
B00014,NY ONE CORP CAR INC,7184387474,No,41-24,38TH STREET,L.I.C.,NY,11101,BLACK CAR BASE,40.638477,-73.983333,12/04/2023,18:00:12,"(40.638477, -73.983333)"
B01340,UNICAR COMPANY INC,7183284444,Yes,2112,WESTCHESTER AVENUE,BRONX,NY,10462,LIVERY BASE,40.82923,-73.871067,12/04/2023,18:00:12,"(40.82923, -73.871067)"
B00149,RAINBOW RAD DISP INC,7184984444,No,1304,UTICA AVENUE,BROOKLYN,NY,11203,LIVERY BASE,40.640752,-73.929535,12/04/2023,18:00:12,"(40.640752, -73.929535)"
B02273,BENI'S LIMOUSINE SERVICE INC,8884642364,No,38-20,32 STREET,LONGISLANDCITY,NY,11101,LUXURY/LIMOUSINE,40.751597,-73.938886,12/04/2023,18:00:12,"(40.751597, -73.938886)"
B03512,440 CAR SERVICE BLACK INC,7189194040,No,1266,MYRTLE AVENUE,BROOKLYN,NY,11221,BLACK CAR BASE,40.6977861,-73.9266846,12/04/2023,18:00:12,"(40.6977861, -73.9266846)"
B03518,TAKER INC.,9295959111,No,29-02,36 AVENUE,ASTORIA,NY,11106,BLACK CAR BASE,40.7571652,-73.9313482,12/04/2023,18:00:12,"(40.7571652, -73.9313482)"
B03173,ABIAN TRANSPORTATION INC.,7188797070,No,1441 - 49,E L GRANT HIGHWAY,BRONX,NY,10452,BLACK CAR BASE,40.8428852,-73.923276,12/04/2023,18:00:12,"(40.8428852, -73.923276)"
B02719,"49 WESTCHESTER SQUARE PRESTIGE CAR SERVICE, CORP.",7185362800,No,49,WESTCHESTER SQUARE,BRONX,NY,10461,LIVERY BASE,40.841873,-73.843614,12/04/2023,18:00:12,"(40.841873, -73.843614)"
